service_date|day_type|bus|rail_boardings|total_rides
2018-03-07|W|829608|731992|1561600
2018-02-11|U|294675|260148|554823
2018-02-24|A|461537|387230|848767
2018-03-02|W|838965|719445|1558410
2018-03-30|W|672341|608535|1280876
2018-03-17|A|471682|607823|1079505
2018-02-27|W|846696|743269|1589965
2018-01-14|U|291206|245376|536582
2018-02-09|W|480347|490054|970401
2018-02-26|W|825842|718649|1544491
2018-02-17|A|438472|383764|822236
2018-01-15|W|463868|419604|883472
2018-02-28|W|837820|736868|1574688
2018-03-09|W|806152|712092|1518244
2018-01-12|W|730031|643915|1373946
2018-01-27|A|455974|384419|840393
2018-03-06|W|818087|723274|1541361
2018-01-04|W|594414|591081|1185495
2018-01-26|W|806770|722671|1529441
2018-02-25|U|347690|292093|639783
2018-02-15|W|819948|746521|1566469
2018-01-13|A|392644|323263|715907
2018-03-05|W|793241|686228|1479469
2018-03-04|U|360783|288394|649177
2018-02-22|W|833819|743449|1577268
2018-02-12|W|771383|692183|1463566
2018-03-22|W|807829|722634|1530463
2018-01-25|W|813348|743858|1557206
2018-01-11|W|774197|695496|1469693
2018-03-15|W|829652|754110|1583762
2018-02-19|W|569983|523621|1093604
2018-01-24|W|808026|732420|1540446
2018-03-26|W|685230|660176|1345406
2018-03-14|W|834401|747391|1581792
2018-02-23|W|820477|720769|1541246
2018-03-03|A|489631|400158|889789
2018-01-08|W|755777|664263|1420040
2018-03-21|W|815911|715243|1531154
2018-01-07|U|284438|226604|511042
2018-01-16|W|779194|710906|1490100
2018-02-10|A|399759|351548|751307
2018-03-23|W|789868|699928|1489796
2018-01-28|U|320779|268995|589774
2018-02-16|W|803410|725091|1528501
2018-01-30|W|801986|723334|1525320
2018-02-01|W|824632|724399|1549031
2018-02-02|W|706351|657689|1364040
2018-02-05|W|734272|675368|1409640
2018-02-07|W|790600|714000|1504600
2018-01-18|W|788150|720369|1508519
2018-01-23|W|795146|733662|1528808
2018-01-05|W|597163|572525|1169688
2018-01-21|U|316648|259818|576466
2018-02-18|U|345438|299983|645421
2018-03-25|U|331496|306710|638206
2018-01-29|W|774310|699889|1474199
2018-04-24|W|826998|743776|1570774
2018-06-22|W|669210|689577|1358787
2018-06-30|A|473766|468103|941869
2018-04-26|W|837802|777534|1615336
2018-04-09|W|773663|708735|1482398
2018-06-10|U|332042|339387|671429
2018-05-11|W|788585|744337|1532922
2018-05-26|A|474011|472471|946482
2018-04-27|W|812960|752386|1565346
2018-04-19|W|774579|749646|1524225
2018-05-30|W|793348|716886|1510234
2018-04-13|W|729175|716600|1445775
2018-05-02|W|834718|752143|1586861
2018-05-06|U|359516|315030|674546
2018-06-17|U|351730|324959|676689
2018-05-22|W|819740|762899|1582639
2018-06-20|W|741682|763084|1504766
2018-04-14|A|417189|374923|792112
2018-04-02|W|782016|688114|1470130
2018-06-02|A|496149|437154|933303
2018-06-29|W|748648|755938|1504586
2018-05-18|W|784606|717590|1502196
2018-06-11|W|781557|724255|1505812
2018-04-10|W|798350|748682|1547032
2018-04-22|U|348195|294515|642710
2018-04-01|U|305848|238356|544204
2018-05-09|W|803570|756378|1559948
2018-05-21|W|709633|669968|1379601
2018-05-10|W|838748|762718|1601466
2018-05-12|A|440554|392468|833022
2018-05-28|U|364119|325534|689653
2018-04-08|U|335409|283411|618820
2018-04-29|U|354456|327855|682311
2018-06-15|W|775628|735211|1510839
2018-04-15|U|300857|258277|559134
2018-05-08|W|841014|781451|1622465
2018-05-31|W|819988|753062|1573050
2018-06-21|W|628563|683599|1312162
2018-06-26|W|714896|717661|1432557
2018-04-25|W|838143|748866|1587009
2018-05-29|W|797433|716137|1513570
2018-05-19|A|461266|408091|869357
2018-06-16|A|472932|441274|914206
2018-06-18|W|742447|722983|1465430
2018-06-23|A|487366|452638|940004
2018-04-23|W|810268|712596|1522864
2018-04-17|W|830925|759128|1590053
2018-05-05|A|506199|443358|949557
2018-05-04|W|830802|736342|1567144
2018-06-14|W|795923|754502|1550425
2018-06-13|W|783799|759987|1543786
2018-06-06|W|820198|778486|1598684
2018-06-07|W|821694|798516|1620210
2018-04-04|W|823619|738079|1561698
2018-06-12|W|807427|750111|1557538
2018-06-08|W|779201|766692|1545893
2018-04-16|W|773294|704714|1478008
2018-04-12|W|836193|775422|1611615
2018-04-06|W|792532|721169|1513701
2018-05-15|W|809607|728488|1538095
2018-04-05|W|817204|753661|1570865
2018-06-24|U|382787|515034|897821
2018-04-21|A|455577|392721|848298
2018-06-04|W|820746|726476|1547222
2018-06-28|W|751395|758891|1510286
2018-05-07|W|821267|742969|1564236
2018-04-03|W|816056|720417|1536473
2018-06-03|U|383320|342776|726096
2018-05-24|W|813320|757935|1571255
2018-05-16|W|824209|733303|1557512
2018-05-27|U|382202|375810|758012
2018-05-14|W|742924|686671|1429595
2018-05-01|W|876677|777780|1654457
2018-05-17|W|807735|743467|1551202
2018-04-18|W|783296|728207|1511503
2018-06-01|W|851045|773824|1624869
2018-04-30|W|817980|746550|1564530
2018-05-20|U|321817|288853|610670
2018-05-23|W|827983|774273|1602256
2018-04-07|A|466492|404650|871142
2018-06-25|W|730834|709948|1440782
2018-05-25|W|797393|730669|1528062
2018-06-27|W|734332|744015|1478347
2018-06-05|W|826465|778366|1604831
2018-05-03|W|840135|744199|1584334
2018-04-11|W|849255|770269|1619524
2018-04-28|A|480130|426851|906981
2018-06-09|A|464236|475218|939454
2018-06-19|W|779092|768531|1547623
2018-05-13|U|335726|306051|641777
2018-04-20|W|812450|735681|1548131
2018-07-01|U|353385|329670|683055
2018-07-02|W|734869|678249|1413118
2018-07-03|W|771705|716848|1488553
2018-07-04|U|384885|366963|751848
2018-07-05|W|652746|615715|1268461
2018-07-06|W|720068|699130|1419198
2018-07-07|A|485369|439367|924736
2018-07-08|U|376335|346489|722824
2018-07-09|W|742452|704612|1447064
2018-07-10|W|766160|742163|1508323
2018-07-11|W|772083|765257|1537340
2018-07-12|W|755211|766466|1521677
2018-07-13|W|753196|784018|1537214
2018-07-14|A|471688|455259|926947
2018-07-15|U|380142|378006|758148
2018-07-16|W|731999|700335|1432334
2018-07-17|W|768143|739651|1507794
2018-07-18|W|770336|745511|1515847
2018-07-19|W|765291|780813|1546104
2018-07-20|W|721413|762815|1484228
2018-07-21|A|469280|483657|952937
2018-07-22|U|339813|357484|697297
2018-07-23|W|742296|746950|1489246
2018-07-24|W|766503|775343|1541846
2018-07-25|W|763505|768014|1531519
2018-07-26|W|758033|781151|1539184
2018-07-27|W|729506|741794|1471300
2018-07-28|A|484064|453186|937250
2018-07-29|U|374591|354824|729415
2018-07-30|W|718899|721661|1440560
2018-07-31|W|733107|729861|1462968
2018-08-01|W|778530|757280|1535810
2018-08-02|W|743458|861954|1605412
2018-08-03|W|765341|831628|1596969
2018-08-04|A|480664|521622|1002286
2018-08-05|U|368543|423810|792353
2018-08-06|W|688147|687412|1375559
2018-08-07|W|710000|702495|1412495
2018-08-08|W|737497|726837|1464334
2018-08-09|W|725134|727089|1452223
2018-08-10|W|728844|757214|1486058
2018-08-11|A|498035|485775|983810
2018-08-12|U|372421|371962|744383
2018-08-13|W|705028|681926|1386954
2018-08-14|W|722447|739143|1461590
2018-08-15|W|710743|720004|1430747
2018-08-16|W|720279|712077|1432356
2018-08-17|W|702584|697625|1400209
2018-08-18|A|493509|469340|962849
2018-08-19|U|380140|357318|737458
2018-08-20|W|668029|672736|1340765
2018-08-21|W|714668|705759|1420427
2018-08-22|W|747818|711067|1458885
2018-08-23|W|751380|748147|1499527
2018-08-24|W|692290|698828|1391118
2018-08-25|A|472537|437488|910025
2018-08-26|U|358918|344736|703654
2018-08-27|W|751100|740835|1491935
2018-08-28|W|751236|764285|1515521
2018-08-29|W|752668|767691|1520359
2018-08-30|W|776906|780357|1557263
2018-08-31|W|773345|726643|1499988
2018-09-01|A|457556|415563|873119
2018-09-02|U|393446|368715|762161
2018-09-03|U|330488|293772|624260
2018-09-04|W|864262|756397|1620659
2018-09-05|W|854763|785143|1639906
2018-09-06|W|819596|786139|1605735
2018-09-07|W|814560|796057|1610617
2018-09-08|A|486855|460892|947747
2018-09-09|U|361946|329445|691391
2018-09-10|W|844530|792245|1636775
2018-09-11|W|861007|818737|1679744
2018-09-12|W|865443|835997|1701440
2018-09-13|W|851071|821484|1672555
2018-09-14|W|841332|833730|1675062
2018-09-15|A|498240|505429|1003669
2018-09-16|U|375988|375547|751535
2018-09-17|W|839178|794968|1634146
2018-09-18|W|846003|796654|1642657
2018-09-19|W|844257|786851|1631108
2018-09-20|W|840571|812664|1653235
2018-09-21|W|829287|806274|1635561
2018-09-22|A|497023|464531|961554
2018-09-23|U|373382|331323|704705
2018-09-24|W|829917|806181|1636098
2018-09-25|W|843206|813982|1657188
2018-09-26|W|868419|838474|1706893
2018-09-27|W|858664|847133|1705797
2018-09-28|W|824823|816264|1641087
2018-09-29|A|492591|500479|993070
2018-09-30|U|365436|362732|728168
2018-10-01|W|878697|808415|1687112
2018-10-02|W|870588|824655|1695243
2018-10-03|W|910415|829500|1739915
2018-10-04|W|875646|845234|1720880
2018-10-05|W|798129|781321|1579450
2018-10-06|A|471199|466775|937974
2018-10-07|U|325617|510071|835688
2018-10-08|W|700116|719617|1419733
2018-10-09|W|882871|813161|1696032
2018-10-10|W|831398|794576|1625974
2018-10-11|W|860410|817569|1677979
2018-10-12|W|824598|776261|1600859
2018-10-13|A|494592|466427|961019
2018-10-14|U|362011|332403|694414
2018-10-15|W|836275|778324|1614599
2018-10-16|W|856815|802082|1658897
2018-10-17|W|866716|807188|1673904
2018-10-18|W|858568|814542|1673110
2018-10-19|W|814805|774539|1589344
2018-10-20|A|464296|439297|903593
2018-10-21|U|353981|332004|685985
2018-10-22|W|841090|769144|1610234
2018-10-23|W|858222|793605|1651827
2018-10-24|W|855770|795929|1651699
2018-10-25|W|846179|802796|1648975
2018-10-26|W|842904|777822|1620726
2018-10-27|A|492859|435508|928367
2018-10-28|U|334541|315184|649725
2018-10-29|W|835732|766123|1601855
2018-10-30|W|851167|785017|1636184
2018-10-31|W|840619|776366|1616985
2018-11-01|W|866316|798312|1664628
2018-11-02|W|785859|754310|1540169
2018-11-03|A|513626|428523|942149
2018-11-04|U|322036|291311|613347
2018-11-05|W|853379|770186|1623565
2018-11-06|W|836999|764653|1601652
2018-11-07|W|841086|783160|1624246
2018-11-08|W|841232|797333|1638565
2018-11-09|W|796310|751427|1547737
2018-11-10|A|465852|385710|851562
2018-11-11|U|344050|304712|648762
2018-11-12|W|652992|652215|1305207
2018-11-13|W|824479|769160|1593639
2018-11-14|W|820013|766177|1586190
2018-11-15|W|768946|764868|1533814
2018-11-16|W|816628|783218|1599846
2018-11-17|A|437661|453688|891349
2018-11-18|U|339408|316014|655422
2018-11-19|W|803920|740162|1544082
2018-11-20|W|807383|741467|1548850
2018-11-21|W|649866|605419|1255285
2018-11-22|U|244365|196549|440914
2018-11-23|W|473453|393241|866694
2018-11-24|A|407870|347967|755837
2018-11-25|U|285466|246992|532458
2018-11-26|W|681371|647084|1328455
2018-11-27|W|788682|742355|1531037
2018-11-28|W|804497|749760|1554257
2018-11-29|W|809744|764611|1574355
2018-11-30|W|840494|760471|1600965
2018-12-01|A|428105|359088|787193
2018-12-02|U|339157|285153|624310
2018-12-03|W|831431|731079|1562510
2018-12-04|W|835143|745696|1580839
2018-12-05|W|816399|736966|1553365
2018-12-06|W|820745|757102|1577847
2018-12-07|W|785144|731440|1516584
2018-12-08|A|456911|399714|856625
2018-12-09|U|346457|291673|638130
2018-12-10|W|794682|706501|1501183
2018-12-11|W|817284|731059|1548343
2018-12-12|W|809305|727070|1536375
2018-12-13|W|804783|738003|1542786
2018-12-14|W|789944|724198|1514142
2018-12-15|A|481485|425132|906617
2018-12-16|U|353013|309297|662310
2018-12-17|W|791252|668008|1459260
2018-12-18|W|794636|701867|1496503
2018-12-19|W|799278|700814|1500092
2018-12-20|W|762587|682043|1444630
2018-12-21|W|727571|633479|1361050
2018-12-22|A|442692|339426|782118
2018-12-23|U|330462|260130|590592
2018-12-24|W|422369|279324|701693
2018-12-25|U|188696|127994|316690
2018-12-26|W|515030|411993|927023
2018-12-27|W|509948|453029|962977
2018-12-28|W|577497|493961|1071458
2018-12-29|A|394088|307105|701193
2018-12-30|U|314550|265310|579860
2018-12-31|W|463165|386058|849223
2019-01-01|U|248879|245852|494731
2019-01-02|W|591006|573542|1164548
2019-01-03|W|664442|627781|1292223
2019-01-04|W|668812|628514|1297326
2019-01-05|A|444434|348257|792691
2019-01-06|U|318623|260556|579179
2019-01-07|W|723023|662470|1385493
2019-01-08|W|784085|701693|1485778
2019-01-09|W|747949|685444|1433393
2019-01-10|W|747850|690162|1438012
2019-01-11|W|763718|679115|1442833
2019-01-12|A|382464|325219|707683
2019-01-13|U|301855|250222|552077
2019-01-14|W|756590|705571|1462161
2019-01-15|W|783113|720095|1503208
2019-01-16|W|800537|728048|1528585
2019-01-17|W|800348|734929|1535277
2019-01-18|W|776640|700006|1476646
2019-01-19|A|337080|312424|649504
2019-01-20|U|271961|236744|508705
2019-01-21|W|445534|401503|847037
2019-01-22|W|757962|712125|1470087
2019-01-23|W|764136|718899|1483035
2019-01-24|W|745872|711300|1457172
2019-01-25|W|568100|590674|1158774
2019-01-26|A|343625|296063|639688
2019-01-27|U|258884|221081|479965
2019-01-28|W|668192|678810|1347002
2019-01-29|W|581664|579917|1161581
2019-01-30|W|124154|97917|222071
2019-01-31|W|282336|243912|526248
2019-02-01|W|683059|648091|1331150
2019-02-02|A|435441|345650|781091
2019-02-03|U|322488|250724|573212
2019-02-04|W|808055|718764|1526819
2019-02-05|W|808858|734181|1543039
2019-02-06|W|799164|727769|1526933
2019-02-07|W|789342|732351|1521693
2019-02-08|W|710682|655823|1366505
2019-02-09|A|423681|338847|762528
2019-02-10|U|296809|251192|548001
2019-02-11|W|779386|704667|1484053
2019-02-12|W|741083|698387|1439470
2019-02-13|W|795205|728764|1523969
2019-02-14|W|824482|746611|1571093
2019-02-15|W|754152|687932|1442084
2019-02-16|A|438454|362613|801067
2019-02-17|U|296482|256817|553299
2019-02-18|W|555501|519409|1074910
2019-02-19|W|812492|725195|1537687
2019-02-20|W|779660|717172|1496832
2019-02-21|W|813056|727504|1540560
2019-02-22|W|798311|702988|1501299
2019-02-23|A|406839|328179|735018
2019-02-24|U|288368|240478|528846
2019-02-25|W|762857|680844|1443701
2019-02-26|W|773049|699462|1472511
2019-02-27|W|797800|711827|1509627
2019-02-28|W|783920|714700|1498620
2019-03-01|W|812238|682969|1495207
2019-03-02|A|454119|349392|803511
2019-03-03|U|313539|252150|565689
2019-03-04|W|699086|635353|1334439
2019-03-05|W|761781|692945|1454726
2019-03-06|W|790908|708876|1499784
2019-03-07|W|790299|711428|1501727
2019-03-08|W|781577|684186|1465763
2019-03-09|A|409779|326686|736465
2019-03-10|U|310427|250702|561129
2019-03-11|W|784354|697758|1482112
2019-03-12|W|816229|729476|1545705
2019-03-13|W|785256|727150|1512406
2019-03-14|W|777417|726502|1503919
2019-03-15|W|769660|716230|1485890
2019-03-16|A|468181|570703|1038884
2019-03-17|U|337661|301294|638955
2019-03-18|W|786322|711535|1497857
2019-03-19|W|812217|727732|1539949
2019-03-20|W|782960|712714|1495674
2019-03-21|W|795501|719946|1515447
2019-03-22|W|784281|695716|1479997
2019-03-23|A|472376|386972|859348
2019-03-24|U|312958|279989|592947
2019-03-25|W|761448|666862|1428310
2019-03-26|W|794453|688849|1483302
2019-03-27|W|802407|693509|1495916
2019-03-28|W|782670|692421|1475091
2019-03-29|W|764086|667916|1432002
2019-03-30|A|428233|346980|775213
2019-03-31|U|324724|264228|588952
2019-04-01|W|825150|707874|1533024
2019-04-02|W|815370|727263|1542633
2019-04-03|W|846418|744443|1590861
2019-04-04|W|791393|735719|1527112
2019-04-05|W|754962|710414|1465376
2019-04-06|A|487323|414140|901463
2019-04-07|U|331229|276992|608221
2019-04-08|W|823032|754465|1577497
2019-04-09|W|791556|747311|1538867
2019-04-10|W|760548|731858|1492406
2019-04-11|W|771911|746596|1518507
2019-04-12|W|795077|731825|1526902
2019-04-13|A|473087|417501|890588
2019-04-14|U|240601|215007|455608
2019-04-15|W|694149|679904|1374053
2019-04-16|W|725056|709023|1434079
2019-04-17|W|710771|699083|1409854
2019-04-18|W|654819|675919|1330738
2019-04-19|W|643329|619953|1263282
2019-04-20|A|462233|372841|835074
2019-04-21|U|330270|276935|607205
2019-04-22|W|767623|692515|1460138
2019-04-23|W|806358|747351|1553709
2019-04-24|W|813407|759394|1572801
2019-04-25|W|820219|770006|1590225
2019-04-26|W|806103|731398|1537501
2019-04-27|A|369056|319488|688544
2019-04-28|U|338518|289270|627788
2019-04-29|W|729815|673476|1403291
2019-04-30|W|757497|707685|1465182
2019-05-01|W|841583|729104|1570687
2019-05-02|W|787163|728705|1515868
2019-05-03|W|834369|750517|1584886
2019-05-04|A|495436|437434|932870
2019-05-05|U|402463|338727|741190
2019-05-06|W|803622|724230|1527852
2019-05-07|W|805130|738981|1544111
2019-05-08|W|822516|755171|1577687
2019-05-09|W|810976|751965|1562941
2019-05-10|W|816268|749306|1565574
2019-05-11|A|456362|407442|863804
2019-05-12|U|336476|298999|635475
2019-05-13|W|783657|704326|1487983
2019-05-14|W|808863|722423|1531286
2019-05-15|W|810290|724761|1535051
2019-05-16|W|768250|714282|1482532
2019-05-17|W|758399|691390|1449789
2019-05-18|A|448115|388373|836488
2019-05-19|U|332006|295929|627935
2019-05-20|W|781061|721397|1502458
2019-05-21|W|777647|723782|1501429
2019-05-22|W|811376|756639|1568015
2019-05-23|W|801697|766717|1568414
2019-05-24|W|749827|681443|1431270
2019-05-25|A|483109|426932|910041
2019-05-26|U|349368|335435|684803
2019-05-27|U|298987|256757|555744
2019-05-28|W|769069|694292|1463361
2019-05-29|W|791059|717681|1508740
2019-05-30|W|792091|735508|1527599
2019-05-31|W|817633|738322|1555955
2019-06-01|A|473204|379044|852248
2019-06-02|U|370049|319334|689383
2019-06-03|W|814607|731571|1546178
2019-06-04|W|797511|749759|1547270
2019-06-05|W|817943|764911|1582854
2019-06-06|W|819351|773638|1592989
2019-06-07|W|797917|760907|1558824
2019-06-08|A|517706|469189|986895
2019-06-09|U|372952|329388|702340
2019-06-10|W|787528|717811|1505339
2019-06-11|W|812806|748133|1560939
2019-06-12|W|768907|722333|1491240
2019-06-13|W|784003|758006|1542009
2019-06-14|W|786956|769162|1556118
2019-06-15|A|447116|419997|867113
2019-06-16|U|347416|319752|667168
2019-06-17|W|739714|684609|1424323
2019-06-18|W|783381|747919|1531300
2019-06-19|W|762852|735207|1498059
2019-06-20|W|754094|755009|1509103
2019-06-21|W|741691|748258|1489949
2019-06-22|A|485555|468890|954445
2019-06-23|U|372216|314345|686561
2019-06-24|W|713826|694599|1408425
2019-06-25|W|790945|756023|1546968
2019-06-26|W|778502|758880|1537382
2019-06-27|W|763256|757999|1521255
2019-06-28|W|742317|717591|1459908
2019-06-29|A|507082|438017|945099
2019-06-30|U|342891|473462|816353
2019-07-01|W|751938|691817|1443755
2019-07-02|W|732483|698347|1430830
2019-07-03|W|761825|694945|1456770
2019-07-04|U|386135|354474|740609
2019-07-05|W|593204|492198|1085402
2019-07-06|A|464539|390851|855390
2019-07-07|U|365003|328344|693347
2019-07-08|W|738529|696647|1435176
2019-07-09|W|760765|733255|1494020
2019-07-10|W|750223|735504|1485727
2019-07-11|W|761712|767177|1528889
2019-07-12|W|738700|777202|1515902
2019-07-13|A|496000|471671|967671
2019-07-14|U|386786|362994|749780
2019-07-15|W|733408|723684|1457092
2019-07-16|W|736299|746731|1483030
2019-07-17|W|751727|751160|1502887
2019-07-18|W|681127|699545|1380672
2019-07-19|W|700392|721558|1421950
2019-07-20|A|466646|419897|886543
2019-07-21|U|360488|342739|703227
2019-07-22|W|733191|716299|1449490
2019-07-23|W|754783|731712|1486495
2019-07-24|W|754694|737880|1492574
2019-07-25|W|746240|746890|1493130
2019-07-26|W|728460|713766|1442226
2019-07-27|A|509542|417935|927477
2019-07-28|U|399059|314226|713285
2019-07-29|W|677033|663313|1340346
2019-07-30|W|744356|721545|1465901
2019-07-31|W|738630|739592|1478222
2019-08-01|W|763703|795333|1559036
2019-08-02|W|740366|804952|1545318
2019-08-03|A|497883|512548|1010431
2019-08-04|U|375863|416740|792603
2019-08-05|W|727517|724021|1451538
2019-08-06|W|737702|738151|1475853
2019-08-07|W|745371|746207|1491578
2019-08-08|W|746213|735310|1481523
2019-08-09|W|720081|716084|1436165
2019-08-10|A|490001|428555|918556
2019-08-11|U|376464|321310|697774
2019-08-12|W|672626|659442|1332068
2019-08-13|W|715539|697693|1413232
2019-08-14|W|708180|698339|1406519
2019-08-15|W|723069|703513|1426582
2019-08-16|W|699501|675393|1374894
2019-08-17|A|456968|396155|853123
2019-08-18|U|330848|289890|620738
2019-08-19|W|697759|669727|1367486
2019-08-20|W|670195|689224|1359419
2019-08-21|W|732929|724089|1457018
2019-08-22|W|739175|741995|1481170
2019-08-23|W|720876|723775|1444651
2019-08-24|A|499355|424284|923639
2019-08-25|U|395847|327749|723596
2019-08-26|W|693566|678343|1371909
2019-08-27|W|776670|740341|1517011
2019-08-28|W|772893|736506|1509399
2019-08-29|W|769645|747141|1516786
2019-08-30|W|761440|717490|1478930
2019-08-31|A|482463|428658|911121
2020-01-01|U|267300|255759|523059
2020-01-02|W|651421|565139|1216560
2020-01-03|W|688165|578202|1266367
2020-01-04|A|409243|306656|715899
2020-01-05|U|314424|234155|548579
2020-01-06|W|750349|659521|1409870
2020-01-07|W|775765|677497|1453262
2020-01-08|W|744261|665227|1409488
2020-01-09|W|758063|679244|1437307
2020-01-10|W|753866|654344|1408210
2020-01-11|A|345787|281493|627280
2020-01-12|U|294457|237736|532193
2020-01-13|W|775861|699927|1475788
2020-01-14|W|807239|720277|1527516
2020-01-15|W|794821|720057|1514878
2020-01-16|W|774375|715978|1490353
2020-01-17|W|737073|687789|1424862
2020-01-18|A|371460|319878|691338
2020-01-19|U|256029|219005|475034
2020-01-20|W|477995|410324|888319
2020-01-21|W|789718|712386|1502104
2020-01-22|W|794213|715399|1509612
2020-01-23|W|768601|717469|1486070
2020-01-24|W|745526|677320|1422846
2020-01-25|A|408051|320905|728956
2020-01-26|U|318824|241153|559977
2020-01-27|W|790014|697371|1487385
2020-01-28|W|802484|715500|1517984
2020-01-29|W|793740|711177|1504917
2020-01-30|W|787640|718793|1506433
2020-01-31|W|735622|665472|1401094
2020-02-01|A|449112|325925|775037
2020-02-02|U|352056|253149|605205
2020-02-03|W|816538|689308|1505846
2020-02-04|W|806946|710072|1517018
2020-02-05|W|802795|707772|1510567
2020-02-06|W|761859|701795|1463654
2020-02-07|W|778480|676805|1455285
2020-02-08|A|456540|325289|781829
2020-02-09|U|310705|223411|534116
2020-02-10|W|799851|694168|1494019
2020-02-11|W|819275|717350|1536625
2020-02-12|W|785838|697300|1483138
2020-02-13|W|746798|689019|1435817
2020-02-14|W|674960|628729|1303689
2020-02-15|A|408435|326795|735230
2020-02-16|U|338343|267790|606133
2020-02-17|W|567523|502927|1070450
2020-02-18|W|815098|711305|1526403
2020-02-19|W|804097|707598|1511695
2020-02-20|W|778698|700575|1479273
2020-02-21|W|782853|675973|1458826
2020-02-22|A|463771|344117|807888
2020-02-23|U|357784|260505|618289
2020-02-24|W|789498|682036|1471534
2020-02-25|W|781725|693749|1475474
2020-02-26|W|756936|682501|1439437
2020-02-27|W|778992|698886|1477878
2020-02-28|W|786008|665937|1451945
2020-02-29|A|458601|337983|796584
2020-03-01|U|357257|267438|624695
2020-03-02|W|785700|666046|1451746
2020-03-03|W|834640|701777|1536417
2020-03-04|W|815420|699192|1514612
2020-03-05|W|803260|698732|1501992
2020-03-06|W|767084|655010|1422094
2020-03-07|A|455672|366530|822202
2020-03-08|U|343291|269577|612868
2020-03-09|W|736013|647602|1383615
2020-03-10|W|787025|678996|1466021
2020-03-11|W|767610|660739|1428349
2020-03-12|W|737628|601682|1339310
2020-03-13|W|674594|496474|1171068
2019-09-01|U|379610|357032|736642
2019-09-02|U|374967|328376|703343
2019-09-03|W|821674|738399|1560073
2019-09-04|W|861286|762868|1624154
2019-09-05|W|853186|800432|1653618
2019-09-06|W|821645|744323|1565968
2019-09-07|A|486423|420502|906925
2019-09-08|U|344385|310823|655208
2019-09-09|W|829266|737160|1566426
2019-09-10|W|856513|769458|1625971
2019-09-11|W|848169|777407|1625576
2019-09-12|W|845028|795224|1640252
2019-09-13|W|822197|800812|1623009
2019-09-14|A|498571|487396|985967
2019-09-15|U|353264|352467|705731
2019-09-16|W|825739|777685|1603424
2019-09-17|W|856186|797063|1653249
2019-09-18|W|859904|807081|1666985
2019-09-19|W|845624|816086|1661710
2019-09-20|W|830757|803291|1634048
2019-09-21|A|489155|440464|929619
2019-09-22|U|338418|299658|638076
2019-09-23|W|832762|766712|1599474
2019-09-24|W|850825|780378|1631203
2019-09-25|W|859089|781453|1640542
2019-09-26|W|853333|791418|1644751
2019-09-27|W|734962|699996|1434958
2019-09-28|A|476234|401745|877979
2019-09-29|U|358174|294350|652524
2019-09-30|W|850333|738159|1588492
2019-10-01|W|905477|772082|1677559
2019-10-02|W|844694|765652|1610346
2019-10-03|W|885919|781701|1667620
2019-10-04|W|851906|740946|1592852
2019-10-05|A|492689|388710|881399
2019-10-06|U|403747|306647|710394
2019-10-07|W|845146|748413|1593559
2019-10-08|W|868009|773805|1641814
2019-10-09|W|857532|766121|1623653
2019-10-10|W|855556|803767|1659323
2019-10-11|W|776609|762011|1538620
2019-10-12|A|480048|470284|950332
2019-10-13|U|319885|522816|842701
2019-10-14|W|666607|698402|1365009
2019-10-15|W|844826|788101|1632927
2019-10-16|W|845543|782133|1627676
2019-10-17|W|787285|790202|1577487
2019-10-18|W|762811|778466|1541277
2019-10-19|A|499700|467794|967494
2019-10-20|U|377822|340156|717978
2019-10-21|W|739027|727743|1466770
2019-10-22|W|772142|750644|1522786
2019-10-23|W|789783|791468|1581251
2019-10-24|W|790853|766559|1557412
2019-10-25|W|757907|729221|1487128
2019-10-26|A|412819|356371|769190
2019-10-27|U|390090|314740|704830
2019-10-28|W|762580|729809|1492389
2019-10-29|W|781400|752054|1533454
2019-10-30|W|733054|721966|1455020
2019-10-31|W|698934|693962|1392896
2019-11-01|W|798542|719267|1517809
2019-11-02|A|467877|381954|849831
2019-11-03|U|356367|310621|666988
2019-11-04|W|848867|749735|1598602
2019-11-05|W|855055|769233|1624288
2019-11-06|W|840399|762015|1602414
2019-11-07|W|821063|768460|1589523
2019-11-08|W|718820|702518|1421338
2019-11-09|A|479816|386355|866171
2019-11-10|U|353042|292170|645212
2019-11-11|W|590714|604475|1195189
2019-11-12|W|756604|724448|1481052
2019-11-13|W|762247|729140|1491387
2019-11-14|W|764328|745044|1509372
2019-11-15|W|794430|732607|1527037
2019-11-16|A|467987|398924|866911
2019-11-17|U|340985|280372|621357
2019-11-18|W|807951|731335|1539286
2019-11-19|W|822152|755257|1577409
2019-11-20|W|839934|756096|1596030
2019-11-21|W|790016|752762|1542778
2019-11-22|W|817445|782838|1600283
2019-11-23|A|468337|443394|911731
2019-11-24|U|358133|301849|659982
2019-11-25|W|810928|721624|1532552
2019-11-26|W|791651|707015|1498666
2019-11-27|W|669245|576379|1245624
2019-11-28|U|244233|186732|430965
2019-11-29|W|480801|373012|853813
2019-11-30|A|386439|302733|689172
2019-12-01|U|315646|257317|572963
2019-12-02|W|803894|702424|1506318
2019-12-03|W|849440|732651|1582091
2019-12-04|W|837738|739104|1576842
2019-12-05|W|833516|761399|1594915
2019-12-06|W|799551|729231|1528782
2019-12-07|A|472207|404394|876601
2019-12-08|U|347917|286023|633940
2019-12-09|W|786431|690443|1476874
