Id_vuelo,Aircompany,Origen,Destino,Distancia,avion,consumo_kg,duracion,Incidencias
Air_CiLo_10747,Airnar,Cincinnati,Los Angeles,,Boeing 747,33085.7618,224.0,Ave impacta con el avión
Tab_LoRo_11320,TabarAir,Londres,Roma,1433.0,Airbus A320,3884.576399999999,,Problema en el sistema de entretenimiento y Condiciones meteorológicas adversas
Tab_GiLo_10737,TabarAir,Ginebra,Londres,739.0,Boeing 737,"1831,6854",76.0,Mal funcionamiento del tren de aterrizaje
Tab_GiNu_10737,TabarAir,Ginebra,Nueva York,6206.0,Boeing 737,16287.0264,,Incidencias con el catering
Mol_MeCi_10747,MoldaviAir,Melbourne,Cincinnati,15262.0,Boeing 747,184428.694112,1217.0,Sin incidencias
Pam_MeLo_10737,PamPangea,Melbourne,Londres,,Boeing 737,,1483.0,Incidencia en el sistema de entretenimiento
Fly_RoCi_10737,FlyQ,Roma,Cincinnati,7480.0,Boeing 737,18358.164,588.0,Sin incidencias
Tab_CiNu_11320,TabarAir,Cincinnati,Nueva York,911.0,Airbus A320,"2515,271",86.0,Sin incidencias
Pam_MeGi_10747,PamPangea,Melbourne,Ginebra,16674.0,Boeing 747,190400.272608,1311.0,Sin incidencias
Mol_PaBa_11380,MoldaviAir,París,Bali,11980.0,Airbus A380,148183.016,818.0,Retraso extenso en la pista de despegue
Pam_GiPa_10737,PamPangea,Ginebra,París,411.0,Boeing 737,1068.6411,51.0,Discusión a bordo
Mol_PaLo_11320,MoldaviAir,París,Londres,344.0,Airbus A320,949.784,44.0,Sin incidencias
Air_CiBa_11380,Airnar,Cincinnati,Bali,15011.0,Airbus A380,,1200.0,Fallo de los sistemas hidráulicos
Tab_LoGi_10737,TabarAir,Los Angeles,Ginebra,9103.0,Boeing 737,23005.1016,,Emergencia eléctrico general
Tab_GiNu_10737,TabarAir,Ginebra,Nueva York,6206.0,Boeing 737,16136.2206,491.0,Ave impacta con el avión y Problemas de navegación
Tab_LoGi_11380,TabarAir,Londres,Ginebra,739.0,Airbus A380,8628.2684,69.0,Sambódromo entre pasajeros
Mol_MeCi_10737,MoldaviAir,Melbourne,Cincinnati,15262.0,Boeing 737,39341.52892800001,1359.0,Mal funcionamiento del tren de aterrizaje y Ave impacta con el avión
Mol_CaCi_11320,MoldaviAir,Cádiz,Cincinnati,6624.0,Airbus A320,18674.592768,,Sin incidencias
Mol_MeBa_10737,MoldaviAir,Melbourne,Bali,2779.0,Boeing 737,"6888,0294",,Problemas con las puertas o ventanas
Air_PaLo_11320,Airnar,París,Los Angeles,9099.0,Airbus A320,"23989,549896",779.0,Problemas con el suministro de combustible
Air_CaBa_10737,Airnar,Cádiz,Bali,12798.0,Boeing 737,34607.12299200001,1171.0,Sin incidencias
Air_LoBa_10737,Airnar,Los Angeles,Bali,12845.0,Boeing 737,33111.12168,1175.0,Sin incidencias
Air_CaPa_11380,Airnar,Cádiz,París,,Airbus A380,18400.052,116.0,Sin incidencias
Pam_NuLo_10737,PamPangea,Nueva York,Londres,5566.0,Boeing 737,14336.9028,,Retraso extenso en la pista de despegue
Air_PaCi_10747,Airnar,París,Cincinnati,6370.0,Boeing 747,"72657,494",444.0,Fallo de los sistemas de comunicación
Tab_RoCi_10737,TabarAir,Roma,Cincinnati,7480.0,Boeing 737,18903.456,588.0,Sin incidencias
Pam_MeLo_10737,PamPangea,Melbourne,Londres,16900.0,Boeing 737,43136.7768,1483.0,Fallo grave en el sistema de entretenimiento
Air_PaGi_10737,Airnar,París,Ginebra,411.0,Boeing 737,1018.7046,51.0,Ave impacta con el avión
Pam_LoBa_10747,PamPangea,Londres,Bali,12553.0,Boeing 747,,856.0,Sin incidencias
Tab_LoLo_11320,TabarAir,Los Angeles,Londres,8785.0,Airbus A320,,756.0,Condiciones meteorológicas ligeramente complejas
Pam_MePa_11380,PamPangea,Melbourne,París,16925.0,Airbus A380,217722.6584,,Sin incidencias
Air_CiPa_11320,Airnar,Cincinnati,París,6370.0,Airbus A320,17293.37792,581.0,Sin incidencias
Pam_LoMe_11380,PamPangea,Londres,Melbourne,16900.0,Airbus A380,213337.488,1326.0,Retraso extenso en la pista de despegue y Fallo en el sistema de entretenimiento
Pam_GiBa_11380,PamPangea,Ginebra,Bali,12383.0,Airbus A380,"156030,7532",845.0,Turbulencia severa
Tab_NuRo_11380,TabarAir,Nueva York,Roma,6877.0,Airbus A380,"85857,96960000001",478.0,Sin incidencias
Mol_PaBa_11380,MoldaviAir,París,Bali,11980.0,Airbus A380,149567.904,818.0,Incidencias con el suministro de combustible
Air_PaBa_11380,Airnar,París,Bali,11980.0,Airbus A380,"142643,464",818.0,Emergencia de los sistemas de comunicación
Pam_GiBa_10737,PamPangea,Ginebra,Bali,12383.0,Boeing 737,31294.3176,1140.0,Mal funcionamiento del tren de aterrizaje
Mol_LoCa_11380,MoldaviAir,Londres,Cádiz,1716.0,Airbus A380,,134.0,Sin incidencias
Mol_BaCi_10737,MoldaviAir,Bali,Cincinnati,15011.0,Boeing 737,38694.515184,1340.0,Sin incidencias
Tab_LoNu_10737,TabarAir,Londres,Nueva York,5566.0,Boeing 737,14877.918,442.0,Ave impacta con el avión
Pam_BaMe_11380,PamPangea,Bali,MelBouRne,,Airbus A380,33410.2496,,Fallo leve de los sistemas de comunicación
Mol_LoMe_10737,MoldaviAir,Londres,Melbourne,16900.0,Boeing 737,"46553,55120000001",1483.0,Incidencia eléctrico general y Conflictos entre pasajeros
Mol_LoCa_11320,MoldaviAir,Londres,Cádiz,1716.0,Airbus A320,4393.3032,144.0,Sin incidencias
Mol_BaCi_11380,MoldaviAir,Bali,Cincinnati,15011.0,Airbus A380,"185882,293792",1200.0,Sin incidencias
Air_BaGi_10737,Airnar,Bali,Ginebra,12383.0,Boeing 737,,,Sin incidencias
Fly_RoBa_11380,FlyQ,Roma,Barcelona,859.0,Airbus A380,9930.04,77.0,Sin incidencias
Pam_NuLo_11380,PamPangea,Nueva York,Londres,5566.0,Airbus A380,70777.25600000001,,Condiciones meteorológicas ligeramente complejas
Tab_LoRo_11320,TabarAir,Los Angeles,Roma,10077.0,Airbus A320,28935.50088,850.0,Enfrentamiento a bordo
Fly_GiRo_11320,FlyQ,Ginebra,Roma,698.0,Airbus A320,1909.6582,,Incidencias con las puertas o ventanas
Fly_CiRo_11380,FlyQ,Cincinnati,Roma,,Airbus A380,,,Complicaciones de navegación
Pam_BaGi_11380,PamPangea,Bali,Ginebra,12383.0,Airbus A380,147441.9044,845.0,Sin incidencias
Tab_NuLo_10747,TabarAir,Nueva York,Londres,5566.0,Boeing 747,,391.0,Sin incidencias
Mol_BaCi_10747,MoldaviAir,Bali,Cincinnati,15011.0,Boeing 747,171410.488912,1200.0,Complicaciones con el suministro de combustible
Mol_MePa_11380,MoldaviAir,Melbourne,París,16925.0,Airbus A380,,1328.0,Sin incidencias
Tab_LoNu_11320,TabarAir,Los Angeles,Nueva York,3944.0,Airbus A320,"10691,3952",305.0,Sin incidencias
Fly_NuBa_11380,FlyQ,Nueva York,Bali,16589.0,Airbus A380,205422.781408,1305.0,Sin incidencias
Pam_PaBa_10737,PamPangea,París,Bali,11980.0,Boeing 737,33000.68304,1029.0,Despresurización de la cabina
Tab_LoNu_11320,TabarAir,Los Angeles,Nueva York,3944.0,Airbus A320,"10394,412",,Sin incidencias
Tab_CiNu_11380,TabarAir,Cincinnati,Nueva York,911.0,Airbus A380,10531.16,,Aterrizaje de emergencia
Tab_LoRo_11380,TabarAir,Los Angeles,Roma,10077.0,Airbus A380,119984.8236,691.0,Fallo grave de los sistemas hidráulicos
Fly_RoGi_10747,FlyQ,Roma,Ginebra,698.0,Boeing 747,,66.0,Ave impacta con el avión
Pam_LoMe_11380,PamPangea,Londres,Melbourne,16900.0,Airbus A380,203178.56,1326.0,"Sambódromo a bordo,"
Fly_NuGi_11380,FlyQ,Nueva York,Ginebra,6206.0,Airbus A380,78198.0824,433.0,Sin incidencias
Tab_GiLo_11380,TabarAir,Ginebra,Londres,739.0,Airbus A380,,69.0,Sin incidencias
Tab_GiLo_10747,TabarAir,Ginebra,Los Angeles,,Boeing 747,105771.3982,,Sin incidencias
Pam_PaLo_11380,PamPangea,París,Londres,344.0,Airbus A380,4056.1728,42.0,Problema de los sistemas de comunicación
Pam_MeLo_10747,PamPangea,Melbourne,Londres,,Boeing 747,,1326.0,Sin incidencias
Mol_CaCi_10747,MoldaviAir,Cádiz,Cincinnati,6624.0,Boeing 747,76966.9056,461.0,Sin incidencias
Air_BaPa_10737,Airnar,Bali,París,11980.0,Boeing 737,33303.44160000001,1029.0,Sin incidencias
Air_BaCi_10737,Airnar,Bali,Cincinnati,,Boeing 737,40591.30514400001,1340.0,"Aterrizaje de emergencia,"
Mol_PaLo_11320,MoldaviAir,París,Londres,,Airbus A320,923.8808,44.0,Fallo leve del motor
Mol_BaLo_10737,MoldaviAir,Bali,Londres,12553.0,Boeing 737,34261.856928,,Despresurización de la cabina
Air_BaCa_10737,Airnar,Bali,Cádiz,12798.0,Boeing 737,33636.829824,1171.0,Discusión a bordo y Problemas con el suministro de combustible
Fly_NuRo_10737,FlyQ,Nueva York,Roma,6877.0,Boeing 737,,542.0,Sin incidencias
Tab_NuRo_11380,TabarAir,Nueva York,Roma,6877.0,Airbus A380,,,Sin incidencias
Pam_GiPa_11380,PamPangea,Ginebra,París,411.0,Airbus A380,5131.2528,47.0,Sin incidencias
Fly_CiBa_10747,FlyQ,Cincinnati,Bali,15011.0,Boeing 747,"179731,386432",1200.0,Emergencia del motor
Tab_CiLo_10747,TabarAir,Cincinnati,Los Angeles,3073.0,Boeing 747,36033.998,224.0,Mal funcionamiento del tren de aterrizaje
Tab_LoNu_10747,TabarAir,Los Angeles,Nueva York,,Boeing 747,"43304,3312",282.0,Turbulencia severa
Air_GiBa_11380,Airnar,Ginebra,Bali,12383.0,Airbus A380,143147.48,845.0,Sin incidencias
Air_LoBa_11380,Airnar,Los Angeles,Bali,12845.0,Airbus A380,155912.61,,"Mal funcionamiento del tren de aterrizaje,"
Fly_CiRo_10747,FlyQ,Cincinnati,Roma,7480.0,Boeing 747,82926.27200000001,,Fallo grave de los sistemas de comunicación y Amenaza de seguridad a bordo
Air_CaLo_11380,Airnar,Cádiz,Los Angeles,9373.0,Airbus A380,"112685,9552",644.0,Emergencia de los sistemas hidráulicos
Pam_MePa_10747,PamPangea,Melbourne,París,16925.0,Boeing 747,193266.4396,1328.0,Sin incidencias
Pam_PaGi_11380,PamPangea,París,Ginebra,411.0,Airbus A380,5036.2296,47.0,Sin incidencias
Air_PaCi_11320,Airnar,París,Cincinnati,6370.0,Airbus A320,18291.0728,581.0,Turbulencia severa
Tab_CiGi_10747,TabarAir,Cincinnati,Ginebra,6969.0,Boeing 747,77261.12160000001,484.0,Sin incidencias
Tab_LoNu_10737,TabarAir,Los Angeles,Nueva York,3944.0,Boeing 737,,319.0,Complicaciones de navegación
Pam_LoBa_11380,PamPangea,Londres,Bali,12553.0,Airbus A380,148014.9336,856.0,Amenaza de seguridad a bordo
Air_BaPa_11380,Airnar,Bali,París,11980.0,Airbus A380,144028.352,818.0,Sin incidencias
Fly_GiCi_10737,FlyQ,Ginebra,Cincinnati,6969.0,Boeing 737,17442.7101,549.0,Sin incidencias
Air_CaGi_11380,Airnar,Cádiz,Ginebra,1725.0,Airbus A380,,135.0,Sin incidencias
Mol_BaLo_10747,MoldaviAir,Bali,Londres,,Boeing 747,144520.1784,856.0,Problemas de navegación
Pam_BaNu_10737,PamPangea,Bali,Nueva York,16589.0,Boeing 737,"45277,61846400001",1459.0,Sin incidencias
Mol_MeBa_10737,MoldaviAir,Melbourne,Bali,2779.0,Boeing 737,"7225,677900000001",231.0,Sin incidencias
Fly_CiNu_11320,FlyQ,Cincinnati,Nueva York,911.0,Airbus A320,2446.6727,86.0,Complicaciones con las puertas o ventanas
Air_LoGi_11380,Airnar,Los Angeles,Ginebra,,Airbus A380,114701.4412,626.0,Incidencias con el catering y Ave impacta con el avión
Mol_MeCa_10737,MoldaviAir,Melbourne,Cádiz,20029.0,Boeing 737,51123.461688,1721.0,Sin incidencias
Tab_RoGi_11320,TabarAir,Roma,Ginebra,698.0,Airbus A320,1751.98,70.0,Sin incidencias
Air_PaCa_11380,Airnar,París,Cádiz,1447.0,Airbus A380,17898.2324,116.0,"Complicaciones con el suministro de combustible,"
Tab_GiLo_10747,TabarAir,Ginebra,Londres,739.0,Boeing 747,7877.74,69.0,Emergencia en el sistema de entretenimiento
Fly_BaBa_11380,FlyQ,Bali,Barcelona,13058.0,Airbus A380,"164837,92416",1070.0,Sin incidencias
Pam_LoMe_11380,PamPangea,Londres,Melbourne,,Airbus A380,205210.3456,1326.0,Emergencia grave de los sistemas de comunicación
Tab_NuGi_10737,TabarAir,Nueva York,Ginebra,6206.0,Boeing 737,"15080,58",491.0,Sin incidencias
Mol_LoPa_10737,MoldaviAir,Londres,París,344.0,Boeing 737,852.6384,46.0,Sin incidencias
Tab_LoNu_10747,TabarAir,Los Angeles,Nueva York,3944.0,Boeing 747,45406.4832,282.0,Sin incidencias
Mol_MeLo_11380,MoldaviAir,Melbourne,Londres,16900.0,Airbus A380,,1326.0,Amenaza de seguridad a bordo
Tab_NuGi_11380,TabarAir,Nueva York,Ginebra,6206.0,Airbus A380,,433.0,Sin incidencias
Mol_CiBa_10737,MoldaviAir,Cincinnati,Bali,15011.0,Boeing 737,"38694,515184",1340.0,Emergencia grave del motor
Pam_MeNu_11380,PamPangea,Melbourne,Nueva York,16082.0,Airbus A380,203011.44864,1272.0,Fallo leve eléctrico general
Pam_PaBa_10747,PamPangea,París,Bali,11980.0,Boeing 747,"140477,48",818.0,Sin incidencias
Tab_NuLo_10737,TabarAir,Nueva York,Londres,5566.0,Boeing 737,13660.6338,442.0,"Aterrizaje de emergencia,"
Tab_RoNu_11380,TabarAir,Roma,Nueva York,6877.0,Airbus A380,,478.0,Emergencia grave de los sistemas hidráulicos y Fallo eléctrico general
Air_GiLo_11320,Airnar,Ginebra,Los Angeles,,Airbus A320,25425.844184,779.0,Ave impacta con el avión
Mol_PaMe_11380,MoldaviAir,París,MELBoURne,,Airbus A380,,1328.0,Discusión a bordo
Mol_BaMe_10737,MoldaviAir,Bali,MELBourNe,,Boeing 737,7360.737300000001,231.0,Incidencias de navegación
Air_CiBa_10737,Airnar,Cincinnati,Bali,15011.0,Boeing 737,37935.7992,1340.0,Sin incidencias
Fly_BaBa_10747,FlyQ,Barcelona,Bali,13058.0,Boeing 747,159242.83232,,Sin incidencias
Air_PaCi_11380,Airnar,París,Cincinnati,6370.0,Airbus A380,73637.2,444.0,Problema del motor
Air_GiBa_11380,Airnar,Ginebra,Bali,12383.0,Airbus A380,150304.854,,Sin incidencias
Air_CiCa_10737,Airnar,Cincinnati,Cádiz,6624.0,Boeing 737,17384.0256,,Emergencia médica a bordo
Fly_BaBa_11380,FlyQ,Barcelona,Bali,13058.0,Airbus A380,"171117,464128",1070.0,Sin incidencias
Fly_BaRo_10737,FlyQ,Bali,Roma,12738.0,Boeing 737,32835.303072,1167.0,Sin incidencias
Air_GiCa_10737,Airnar,Ginebra,Cádiz,1725.0,Boeing 737,4275.585,151.0,Sin incidencias
Mol_CiPa_11380,MoldaviAir,Cincinnati,París,6370.0,Airbus A380,,444.0,Sin incidencias
Air_LoPa_10747,Airnar,Los Angeles,París,9099.0,Boeing 747,96995.34,626.0,Sin incidencias
Mol_PaMe_10747,MoldaviAir,París,Melbourne,,Boeing 747,195142.8128,1328.0,Sin incidencias
Mol_CaPa_11380,MoldaviAir,Cádiz,París,1447.0,Airbus A380,17730.9592,116.0,"Despresurización de la cabina,"
Fly_BaNu_11320,FlyQ,Barcelona,Nueva York,6170.0,Airbus A320,16911.4764,567.0,"Problema en el sistema de entretenimiento,"
Pam_GiPa_10747,PamPangea,Ginebra,París,411.0,Boeing 747,4687.948200000001,47.0,Sin incidencias
Pam_MeGi_11380,PamPangea,Melbourne,GINeBrA,,Airbus A380,"218503,032384",1311.0,"Incidencias con el suministro de combustible,"
Tab_NuGi_11380,TabarAir,Nueva York,Ginebra,6206.0,Airbus A380,71741.36,433.0,Aterrizaje de emergencia
Tab_RoCi_11380,TabarAir,Roma,Cincinnati,7480.0,Airbus A380,91656.928,518.0,Sin incidencias
Mol_MeLo_11380,MoldaviAir,Melbourne,Londres,,Airbus A380,207242.1312,,Sin incidencias
Tab_NuLo_10737,TabarAir,Nueva York,Los Angeles,3944.0,Boeing 737,10063.116,319.0,"Emergencia médica a bordo,"
Mol_LoBa_10737,MoldaviAir,Londres,Bali,12553.0,Boeing 737,32675.659848,1153.0,Discusión a bordo
Fly_GiRo_10747,FlyQ,Ginebra,Roma,698.0,Boeing 747,"8184,748000000001",66.0,Sin incidencias
Fly_NuBa_11380,FlyQ,Nueva York,Bali,16589.0,Airbus A380,205422.781408,1305.0,Sin incidencias
Pam_LoBa_10747,PamPangea,Londres,Bali,12553.0,Boeing 747,144520.1784,856.0,Sin incidencias
Tab_GiLo_10747,TabarAir,Ginebra,Los Angeles,9103.0,Boeing 747,97037.98,,Turbulencia severa
Air_CaPa_11380,Airnar,Cádiz,París,1447.0,Airbus A380,18232.7788,116.0,Problemas con el suministro de combustible
Air_GiCi_10747,Airnar,Ginebra,Cincinnati,6969.0,Boeing 747,74289.54000000001,484.0,Sin incidencias
Pam_LoMe_10747,PamPangea,Londres,Melbourne,16900.0,Boeing 747,194854.5664,1326.0,Sin incidencias
Tab_LoLo_10747,TabarAir,Londres,Los Angeles,,Boeing 747,94584.581,605.0,Sin incidencias
Tab_RoNu_10747,TabarAir,Roma,Nueva York,6877.0,Boeing 747,,478.0,Sin incidencias
Fly_NuRo_10747,FlyQ,Nueva York,Roma,6877.0,Boeing 747,,478.0,Problema de los sistemas de comunicación
Pam_NuMe_11380,PamPangea,Nueva York,Melbourne,16082.0,Airbus A380,,1272.0,Sin incidencias
Pam_BaGi_11380,PamPangea,Bali,Ginebra,,Airbus A380,"144578,9548",845.0,Sin incidencias
Mol_MeLo_11380,MoldaviAir,Melbourne,Londres,16900.0,Airbus A380,221464.6304,1326.0,Despresurización de la cabina
Mol_MeCa_10747,MoldaviAir,Melbourne,Cádiz,20029.0,Boeing 747,226490.495712,1535.0,Turbulencia severa y Problemas con las puertas o ventanas
Pam_NuGi_11320,PamPangea,Nueva York,GiNEbra,6206.0,Airbus A320,17496.153792,569.0,Sambódromo a bordo
Mol_LoPa_11380,MoldaviAir,Londres,París,344.0,Airbus A380,4294.771200000001,42.0,"Complicaciones con el suministro de combustible,"
Pam_PaNu_10737,PamPangea,París,Nueva York,5835.0,Boeing 737,"14888,0025",463.0,Sin incidencias
Mol_MeLo_10737,MoldaviAir,Melbourne,Londres,16900.0,Boeing 737,43563.87360000001,1483.0,Problemas con las puertas o ventanas
Mol_PaCa_11320,MoldaviAir,París,Cádiz,1447.0,Airbus A320,3704.6094,124.0,Problemas de navegación
Mol_PaBa_10737,MoldaviAir,París,Bali,,Boeing 737,,1029.0,Emergencia médica a bordo
Fly_RoBa_10737,FlyQ,Roma,Barcelona,859.0,Boeing 737,2108.2437,85.0,Complicaciones con las puertas o ventanas
Tab_LoRo_10747,TabarAir,Los Angeles,Roma,10077.0,Boeing 747,"113866,0692",691.0,Sin incidencias
Mol_CaMe_11380,MoldaviAir,Cádiz,MElbOUrnE,,Airbus A380,,1535.0,Fallo grave eléctrico general y Problemas de navegación
Air_CiCa_11380,Airnar,Cincinnati,Cádiz,6624.0,Airbus A380,,461.0,Mal funcionamiento del tren de aterrizaje
Mol_CiMe_10747,MoldaviAir,Cincinnati,Melbourne,15262.0,Boeing 747,,1217.0,Fallo grave de los sistemas de comunicación
Mol_CiCa_11320,MoldaviAir,Cincinnati,Cádiz,6624.0,Airbus A320,18328.766976,,Sin incidencias
Pam_GiNu_10737,PamPangea,Ginebra,Nueva York,6206.0,Boeing 737,15532.9974,491.0,Fallo del motor
Mol_LoPa_11320,MoldaviAir,Londres,París,344.0,Airbus A320,906.612,44.0,Sin incidencias
Tab_LoCi_11320,TabarAir,Londres,Cincinnati,6284.0,Airbus A320,17716.053888,575.0,Enfrentamiento a bordo
Mol_CiLo_11380,MoldaviAir,Cincinnati,Londres,6284.0,Airbus A380,74822.33120000002,438.0,Sin incidencias
Fly_CiBa_10747,FlyQ,Cincinnati,BaRCelONa,,Boeing 747,76419.19480000001,470.0,Inundación entre pasajeros
Pam_BaGi_10737,PamPangea,Bali,GiNEBra,12383.0,Boeing 737,33484.91983200001,1140.0,Problema eléctrico general
Tab_LoRo_10747,TabarAir,Los Angeles,Roma,10077.0,Boeing 747,"116014,4856",691.0,Sin incidencias
Tab_NuRo_11380,TabarAir,Nueva York,Roma,6877.0,Airbus A380,83473.02600000001,,Condiciones meteorológicas turbias
Tab_CiNu_11320,TabarAir,Cincinnati,Nueva York,911.0,Airbus A320,2515.271,86.0,Turbulencia severa
Fly_BaGi_11320,FlyQ,Barcelona,GInEBrA,660.0,Airbus A320,"1689,732",67.0,Sin incidencias
Fly_BaBa_11380,FlyQ,Bali,BarcELONa,13058.0,Airbus A380,167977.694144,1070.0,Condiciones meteorológicas turbias
Fly_BaNu_11380,FlyQ,Barcelona,Nueva York,6170.0,Airbus A380,,431.0,"Fallo del motor,"
Fly_RoGi_11320,FlyQ,Roma,Ginebra,698.0,Airbus A320,1751.98,70.0,Sin incidencias
Mol_BaLo_11380,MoldaviAir,Bali,Londres,,Airbus A380,145112.68,856.0,Sin incidencias
Air_LoBa_10737,Airnar,Los Angeles,Bali,,Boeing 737,,1175.0,Sin incidencias
Tab_RoLo_10737,TabarAir,Roma,Londres,1433.0,Boeing 737,3795.5871,128.0,Sin incidencias
Fly_GiBa_10747,FlyQ,Ginebra,Barcelona,660.0,Boeing 747,7317.024,64.0,Emergencia médica a bordo
Fly_CiRo_11320,FlyQ,Cincinnati,Roma,7480.0,Airbus A320,"20892,59744",,Sin incidencias
Mol_LoCi_11320,MoldaviAir,Londres,Cincinnati,6284.0,Airbus A320,"17716,053888",,Sin incidencias
Fly_BaBa_10747,FlyQ,Bali,Barcelona,13058.0,Boeing 747,"146213,873312",1070.0,Incidencias con el catering
Tab_LoGi_11320,TabarAir,Londres,Ginebra,739.0,Airbus A320,"1873,4389",73.0,Sin incidencias
Tab_LoLo_10737,TabarAir,Los Angeles,Londres,8785.0,Boeing 737,22841.87850000001,687.0,Ave impacta con el avión
Fly_CiBa_11320,FlyQ,Cincinnati,Barcelona,6763.0,Airbus A320,17654.1352,610.0,Sin incidencias
Mol_MeCa_10747,MoldaviAir,Melbourne,Cádiz,20029.0,Boeing 747,233151.98088,1535.0,Sin incidencias
Air_GiCi_10747,Airnar,Ginebra,Cincinnati,,Boeing 747,78004.017,484.0,Sin incidencias
Air_LoBa_10747,Airnar,Los Angeles,Bali,12845.0,Boeing 747,145252.90416,1056.0,Mal funcionamiento del tren de aterrizaje
Air_PaCi_10737,Airnar,París,Cincinnati,6370.0,Boeing 737,15633.891,503.0,Sin incidencias
Air_GiPa_11380,Airnar,Ginebra,París,411.0,Airbus A380,5226.276,47.0,Sin incidencias
Fly_BaGi_10737,FlyQ,Bali,GINebra,12383.0,Boeing 737,34110.80618400001,,Despresurización de la cabina
Mol_MeBa_10737,MoldaviAir,Melbourne,Bali,2779.0,Boeing 737,,231.0,Sin incidencias
Tab_LoLo_11380,TabarAir,Los Angeles,Londres,8785.0,Airbus A380,105616.784,605.0,Emergencia médica a bordo
Air_CaPa_11380,Airnar,Cádiz,París,1447.0,Airbus A380,18400.052,,Fallo del motor
Air_PaLo_10737,Airnar,París,Los Angeles,,Boeing 737,22110.57,711.0,Condiciones meteorológicas malas
Pam_PaMe_10747,PamPangea,París,Melbourne,16925.0,Boeing 747,"202648,3056",,Sin incidencias
Mol_MeCa_11380,MoldaviAir,Melbourne,Cádiz,20029.0,Airbus A380,260060.3815680001,1535.0,Incidencias con el suministro de combustible
Tab_RoLo_11380,TabarAir,Roma,Londres,1433.0,Airbus A380,17228.0992,115.0,Aterrizaje de emergencia
Pam_LoPa_10737,PamPangea,Londres,París,344.0,Boeing 737,869.3568000000001,,Despresurización de la cabina
Tab_RoLo_10737,TabarAir,Roma,Londres,1433.0,Boeing 737,3760.7652,128.0,Problemas con el suministro de combustible
Pam_MePa_10747,PamPangea,Melbourne,París,16925.0,Boeing 747,,,Turbulencia severa
Fly_CiRo_10747,FlyQ,Cincinnati,Roma,7480.0,Boeing 747,"79736,8",518.0,Sin incidencias
Fly_CiBa_11320,FlyQ,Cincinnati,Barcelona,6763.0,Airbus A320,18360.300608,610.0,Aterrizaje de emergencia
Tab_GiLo_10747,TabarAir,Ginebra,Los Angeles,9103.0,Boeing 747,98008.3598,626.0,Sin incidencias
Mol_LoPa_11320,MoldaviAir,Londres,París,344.0,Airbus A320,906.612,44.0,Sin incidencias
Mol_PaCi_11320,MoldaviAir,París,Cincinnati,6370.0,Airbus A320,17293.37792,581.0,Emergencia de los sistemas hidráulicos
Fly_BaRo_10737,FlyQ,Barcelona,Roma,859.0,Boeing 737,,85.0,"Turbulencia severa,"
Tab_CiRo_10737,TabarAir,Cincinnati,Roma,7480.0,Boeing 737,18721.692,588.0,"Emergencia médica a bordo,"
Air_CaPa_11320,Airnar,Cádiz,París,1447.0,Airbus A320,3740.9291,124.0,Sin incidencias
Tab_LoNu_10737,TabarAir,Londres,Nueva York,,Boeing 737,,442.0,Mal funcionamiento del tren de aterrizaje
Air_GiBa_11380,Airnar,Ginebra,Bali,12383.0,Airbus A380,151736.3288,845.0,Sin incidencias
Mol_CiLo_10747,MoldaviAir,Cincinnati,Londres,6284.0,Boeing 747,67657.3144,,Sin incidencias
Mol_BaCi_10737,MoldaviAir,Bali,Cincinnati,15011.0,Boeing 737,38315.15719200001,1340.0,Sin incidencias
Fly_CiGi_10737,FlyQ,Cincinnati,Ginebra,6969.0,Boeing 737,,549.0,Enfrentamiento entre pasajeros
Mol_LoMe_10737,MoldaviAir,Londres,MElbouRnE,16900.0,Boeing 737,46126.4544,1483.0,Sin incidencias
Mol_PaCi_11380,MoldaviAir,París,Cincinnati,6370.0,Airbus A380,81000.92,444.0,Sin incidencias
Pam_BaGi_11380,PamPangea,Bali,Ginebra,12383.0,Airbus A380,154599.2784,845.0,Incidencia eléctrico general
Fly_RoBa_10747,FlyQ,Roma,Bali,12738.0,Boeing 747,"149691,676992",1049.0,Sin incidencias
Fly_RoBa_11380,FlyQ,Roma,Bali,12738.0,Airbus A380,150196.3056,869.0,Aterrizaje de emergencia
Fly_BaCi_10737,FlyQ,Barcelona,Cincinnati,6763.0,Boeing 737,16762.7718,,"Fallo grave eléctrico general,"
Pam_NuPa_11380,PamPangea,Nueva York,París,5835.0,Airbus A380,,409.0,Fallo de los sistemas hidráulicos
Pam_GiMe_10747,PamPangea,Ginebra,Melbourne,16674.0,Boeing 747,199643.004288,1311.0,Sin incidencias
Mol_CiBa_10737,MoldaviAir,Cincinnati,Bali,15011.0,Boeing 737,39453.23116800001,1340.0,Fallo del motor
Mol_CaMe_10737,MoldaviAir,Cádiz,Melbourne,,Boeing 737,52641.98035200001,1721.0,Incidencias con el catering y Incendio a bordo
Fly_BaGi_11380,FlyQ,Bali,Ginebra,12383.0,Airbus A380,144578.9548,845.0,Complicaciones de navegación
Mol_MeLo_10737,MoldaviAir,Melbourne,Londres,16900.0,Boeing 737,"43136,7768",1483.0,Sin incidencias
Tab_NuGi_10747,TabarAir,Nueva York,Ginebra,6206.0,Boeing 747,70786.87720000002,433.0,Ave impacta con el avión
Tab_NuGi_11320,TabarAir,Nueva York,GiNeBra,6206.0,Airbus A320,17496.153792,,Sin incidencias
