Aircompany,Origen,Destino,Distancia,avion,con_escala,consumo_kg,duracion,ingresos,Id_vuelo,IC,Categoria_IC,Incidencias,Hora_Vuelo
Airnar,Cádiz,Bali,12798,Boeing 737,True,33960.26088000001,1171,473229.01,Air_CaBa_10737,2.6535600000000006,A,Incidencias con el catering,12:15 16/08/2023
PamPangea,Melbourne,Londres,16900,Boeing 747,True,204222.5744,1326,977234.28,Pam_MeLo_10747,12.084176,C,Sin incidencias,23:15 01/02/2023
FlyQ,Nueva York,Ginebra,6206,Airbus A380,False,76045.8416,433,376313.07,Fly_NuGi_11380,12.2536,C,Sin incidencias,10:45 07/01/2023
TabarAir,Londres,Roma,1433,Airbus A320,False,3812.639799999999,123,56192.76,Tab_LoRo_11320,2.660599999999999,A,Discusión entre pasajeros,22:15 19/09/2023
TabarAir,Los Angeles,Roma,10077,Airbus A320,True,28409.400864,850,403578.08,Tab_LoRo_11320,2.819232,A,Incidencia eléctrico general,13:00 07/08/2023
PamPangea,Melbourne,Nueva York,16082,Boeing 737,True,41861.70331200001,1421,547276.98,Pam_MeNu_10737,2.6030160000000007,A,Sin incidencias,15:00 09/03/2023
PamPangea,Londres,Ginebra,739,Boeing 737,False,1867.6008,76,26541.02,Pam_LoGi_10737,2.5272,A,Sin incidencias,09:30 11/02/2023
TabarAir,Roma,Los Angeles,10077,Boeing 737,False,26446.0788,785,356771.5,Tab_RoLo_10737,2.6244,A,Problema de los sistemas hidráulicos,18:30 28/07/2023
Airnar,Cádiz,Ginebra,1725,Airbus A320,False,4589.535,145,65561.74,Air_CaGi_11320,2.6606,A,Sin incidencias,20:45 27/10/2023
TabarAir,Nueva York,Roma,6877,Boeing 747,False,78440.43740000001,478,412740.69,Tab_NuRo_10747,11.406200000000002,C,Problemas con las puertas o ventanas,23:15 14/10/2023
PamPangea,Londres,Melbourne,16900,Boeing 737,True,43990.97040000001,1483,612065.13,Pam_LoMe_10737,2.6030160000000007,A,Emergencia del motor,15:30 18/10/2023
TabarAir,Ginebra,Nueva York,6206,Boeing 747,False,68802.19840000001,433,365720.03,Tab_GiNu_10747,11.0864,C,Complicaciones con las puertas o ventanas y Mal funcionamiento del tren de aterrizaje,21:30 03/11/2023
TabarAir,Ginebra,Los Angeles,9103,Airbus A380,False,115753.748,626,570092.7,Tab_GiLo_11380,12.716,C,Sin incidencias,06:00 11/04/2023
TabarAir,Cincinnati,Nueva York,911,Boeing 737,False,2412.9657,89,33186.43,Tab_CiNu_10737,2.6487000000000003,A,"Emergencia médica a bordo,",18:00 17/07/2023
FlyQ,Cincinnati,Barcelona,6763,Airbus A380,False,81307.4912,470,413988.84,Fly_CiBa_11380,12.0224,C,Sin incidencias,06:30 23/02/2023
Airnar,París,Cádiz,1447,Airbus A320,False,3958.8473,124,59686.35,Air_PaCa_11320,2.7359,A,Sin incidencias,11:15 30/09/2023
Airnar,Ginebra,Cincinnati,6969,Airbus A380,False,83784.1056,484,436517.99,Air_GiCi_11380,12.0224,C,Turbulencia severa,22:15 30/09/2023
PamPangea,Nueva York,Melbourne,16082,Boeing 737,True,43080.97622400001,1421,565908.88,Pam_NuMe_10737,2.6788320000000008,A,Sin incidencias,07:15 08/10/2023
Airnar,Los Angeles,Ginebra,9103,Boeing 747,False,97037.98,626,532227.59,Air_LoGi_10747,10.66,B,Amenaza de seguridad a bordo,06:00 30/07/2023
TabarAir,Cincinnati,Nueva York,911,Airbus A380,False,11478.9644,80,58098.34,Tab_CiNu_11380,12.6004,C,Sin incidencias,15:45 03/09/2023
MoldaviAir,Bali,Cincinnati,15011,Boeing 737,True,39832.58916000001,1340,535966.72,Mol_BaCi_10737,2.6535600000000006,A,Fallo del motor,12:00 17/02/2023
TabarAir,Ginebra,Nueva York,6206,Boeing 737,False,15834.609,491,223367.63,Tab_GiNu_10737,2.5515,A,Sin incidencias,19:30 01/01/2023
FlyQ,Bali,Nueva York,16589,Boeing 747,True,193107.90408,1305,977742.22,Fly_BaNu_10747,11.64072,C,Discusión a bordo,13:45 04/06/2023
FlyQ,Ginebra,Bali,12383,Boeing 737,True,31607.26077600001,1140,432476.61,Fly_GiBa_10737,2.5524720000000007,A,Complicaciones con el suministro de combustible,18:45 02/11/2023
Airnar,Los Angeles,Ginebra,9103,Airbus A380,False,112596.8276,626,586032.26,Air_LoGi_11380,12.3692,C,Inundación a bordo,11:00 10/07/2023
MoldaviAir,Cádiz,Melbourne,20029,Airbus A380,True,248020.549088,1535,1279260.67,Mol_CaMe_11380,12.383072,C,Sin incidencias,07:45 26/10/2023
TabarAir,Londres,Nueva York,5566,Airbus A320,True,15401.255584,523,226238.22,Tab_LoNu_11320,2.767024,A,Turbulencia severa,12:15 08/07/2023
MoldaviAir,Cincinnati,Londres,6284,Boeing 737,False,15728.2236,497,222490.71,Mol_CiLo_10737,2.5029,A,Sin incidencias,14:00 22/04/2023
PamPangea,Londres,Ginebra,739,Airbus A380,False,8542.84,69,45834.52,Pam_LoGi_11380,11.56,C,Sin incidencias,19:00 16/10/2023
PamPangea,Ginebra,Melbourne,16674,Airbus A380,True,216498.417408,1311,1000870.96,Pam_GiMe_11380,12.984192,C,Sin incidencias,07:00 25/03/2023
PamPangea,Melbourne,Ginebra,16674,Boeing 747,True,194097.36528,1311,953590.36,Pam_MeGi_10747,11.64072,C,Sin incidencias,19:30 23/08/2023
FlyQ,Bali,Roma,12738,Airbus A380,False,148723.7928,869,776663.88,Fly_BaRo_11380,11.6756,C,Sin incidencias,13:15 26/04/2023
TabarAir,Londres,Ginebra,739,Boeing 737,False,1885.5585,76,26285.68,Tab_LoGi_10737,2.5515000000000003,A,Despresurización de la cabina y Problemas con el suministro de combustible,23:15 08/02/2023
PamPangea,Ginebra,Melbourne,16674,Boeing 737,True,43402.688784,1466,594350.45,Pam_GiMe_10737,2.603016,A,Incidencias con las puertas o ventanas y Amenaza de seguridad a bordo,08:15 14/01/2023
PamPangea,Nueva York,Londres,5566,Boeing 737,False,13931.1414,442,197967.52,Pam_NuLo_10737,2.5029,A,Despresurización de la cabina,16:45 29/05/2023
PamPangea,Londres,Nueva York,5566,Boeing 747,False,63486.9092,391,332619.73,Pam_LoNu_10747,11.4062,C,Sin incidencias,23:00 05/11/2023
FlyQ,Bali,Roma,12738,Boeing 737,True,35088.70622400001,1167,471060.67,Fly_BaRo_10737,2.754648000000001,A,Problema en el sistema de entretenimiento,10:00 25/06/2023
MoldaviAir,Bali,Londres,12553,Airbus A380,False,158172.8212,856,770529.81,Mol_BaLo_11380,12.6004,C,Problemas de navegación,12:15 16/11/2023
MoldaviAir,Melbourne,Londres,16900,Boeing 737,True,46126.4544,1483,595027.79,Mol_MeLo_10737,2.729376,A,Sin incidencias,09:00 16/10/2023
MoldaviAir,Melbourne,Londres,16900,Boeing 747,True,191107.3632,1326,1023000.95,Mol_MeLo_10747,11.308128,C,Sin incidencias,23:15 18/11/2023
PamPangea,Melbourne,Bali,2779,Airbus A320,False,7114.795799999999,221,111481.41,Pam_MeBa_11320,2.5602,A,Sin incidencias,21:30 14/05/2023
PamPangea,Ginebra,Londres,739,Airbus A380,False,9226.2672,69,48224.9,Pam_GiLo_11380,12.4848,C,Sin incidencias,11:00 03/11/2023
FlyQ,Nueva York,Cincinnati,911,Boeing 737,False,2435.103,89,32183.37,Fly_NuCi_10737,2.673,A,Sin incidencias,18:15 04/03/2023
Airnar,Cincinnati,Los Angeles,3073,Boeing 747,False,33740.9254,224,180601.28,Air_CiLo_10747,10.9798,B,Ave impacta con el avión,19:30 19/08/2023
MoldaviAir,Cincinnati,Melbourne,15262,Airbus A380,True,190825.303552,1217,946919.05,Mol_CiMe_11380,12.503296,C,Fallo grave de los sistemas de comunicación,14:30 07/03/2023
FlyQ,Barcelona,Cincinnati,6763,Airbus A320,True,19066.466016,610,276262.32,Fly_BaCi_11320,2.819232,A,Despresurización de la cabina y Aterrizaje de emergencia,21:30 27/10/2023
Airnar,París,Cincinnati,6370,Airbus A320,True,17127.09544,581,246527.62,Air_PaCi_11320,2.688712,A,Sin incidencias,21:45 17/01/2023
MoldaviAir,Cádiz,Melbourne,20029,Boeing 737,True,52135.807464,1721,693024.59,Mol_CaMe_10737,2.603016,A,Amenaza de seguridad a bordo,23:15 28/05/2023
PamPangea,Bali,Ginebra,12383,Airbus A380,False,144578.9548,845,756884.51,Pam_BaGi_11380,11.6756,C,Sin incidencias,21:45 17/11/2023
PamPangea,Bali,Melbourne,2779,Airbus A380,False,33410.2496,205,177016.95,Pam_BaMe_11380,12.0224,C,Sin incidencias,21:30 31/08/2023
FlyQ,Barcelona,Bali,13058,Airbus A380,True,156988.4992,1070,840257.98,Fly_BaBa_11380,12.0224,C,Sin incidencias,10:30 07/04/2023
Airnar,Cádiz,Cincinnati,6624,Airbus A320,True,17982.941184,600,259899.94,Air_CaCi_11320,2.714816,A,Problemas con el suministro de combustible,12:00 12/08/2023
Airnar,Ginebra,Bali,12383,Boeing 747,False,142563.0024,845,735612.36,Air_GiBa_10747,11.5128,C,Ave impacta con el avión,17:45 02/10/2023
Airnar,Bali,Ginebra,12383,Airbus A380,False,151736.3288,845,792777.86,Air_BaGi_11380,12.2536,C,"Mal funcionamiento del tren de aterrizaje,",13:15 20/09/2023
TabarAir,Londres,Cincinnati,6284,Boeing 747,False,71676.5608,438,378632.66,Tab_LoCi_10747,11.406200000000002,C,Sin incidencias,21:00 23/01/2023
TabarAir,Los Angeles,Nueva York,3944,Boeing 747,False,44145.192,282,225652.14,Tab_LoNu_10747,11.193,C,Fallo grave eléctrico general,17:15 22/06/2023
PamPangea,Bali,Melbourne,2779,Airbus A380,False,34695.2592,205,180927.63,Pam_BaMe_11380,12.4848,C,Problema de los sistemas de comunicación,07:15 04/11/2023
MoldaviAir,Londres,Cádiz,1716,Airbus A380,False,21027.1776,134,110965.73,Mol_LoCa_11380,12.2536,C,Discusión a bordo,16:00 31/03/2023
Airnar,Los Angeles,Bali,12845,Boeing 737,True,35058.83472000001,1175,443829.03,Air_LoBa_10737,2.729376000000001,A,Sin incidencias,11:45 10/11/2023
TabarAir,Nueva York,Ginebra,6206,Boeing 747,False,70786.87720000002,433,376274.07,Tab_NuGi_10747,11.406200000000002,C,Turbulencia severa y Despresurización de la cabina,08:45 14/09/2023
FlyQ,Nueva York,Cincinnati,911,Airbus A320,False,2332.3422,86,35093.73,Fly_NuCi_11320,2.5602,A,Sin incidencias,23:00 03/01/2023
MoldaviAir,París,Londres,344,Airbus A380,False,4294.771200000001,42,20902.39,Mol_PaLo_11380,12.484800000000003,C,Sin incidencias,06:15 20/10/2023
Airnar,Los Angeles,Ginebra,9103,Airbus A320,True,23762.4712,779,348248.76,Air_LoGi_11320,2.6104,A,Sin incidencias,13:30 18/03/2023
Airnar,Cincinnati,París,6370,Airbus A380,False,81000.92,444,407314.65,Air_CiPa_11380,12.716,C,Sin incidencias,16:30 16/04/2023
TabarAir,Roma,Londres,1433,Airbus A320,False,3812.639799999999,123,54474.72,Tab_RoLo_11320,2.660599999999999,A,Sin incidencias,13:30 04/06/2023
FlyQ,Bali,Roma,12738,Boeing 737,True,33801.04728000001,1167,467951.06,Fly_BaRo_10737,2.653560000000001,A,Fallo grave en el sistema de entretenimiento,22:00 08/08/2023
Airnar,Cincinnati,Los Angeles,3073,Boeing 747,False,35706.4162,224,187202.16,Air_CiLo_10747,11.6194,C,Emergencia grave de los sistemas de comunicación,19:00 18/06/2023
Airnar,Los Angeles,París,9099,Boeing 737,False,22773.8871,711,332592.43,Air_LoPa_10737,2.5029,A,"Fallo eléctrico general,",21:00 03/01/2023
TabarAir,Los Angeles,Londres,8785,Airbus A320,True,24996.27676,756,333712.43,Tab_LoLo_11320,2.845336,A,Despresurización de la cabina,13:00 20/05/2023
PamPangea,Bali,París,11980,Airbus A380,False,145413.24,818,766122.85,Pam_BaPa_11380,12.138,C,Complicaciones con el suministro de combustible,15:30 14/04/2023
TabarAir,Cincinnati,Roma,7480,Airbus A320,True,19525.792,662,284271.32,Tab_CiRo_11320,2.6104000000000003,A,Amenaza de seguridad a bordo,11:30 24/02/2023
Airnar,Cincinnati,París,6370,Airbus A320,True,18124.79032,581,252160.09,Air_CiPa_11320,2.845336,A,Incidencias con las puertas o ventanas,15:30 09/07/2023
MoldaviAir,París,Bali,11980,Boeing 747,False,130260.936,818,674639.06,Mol_PaBa_10747,10.8732,B,Turbulencia severa,10:30 09/06/2023
MoldaviAir,Cádiz,París,1447,Airbus A320,False,3849.8882,124,54550.79,Mol_CaPa_11320,2.6606,A,Sin incidencias,22:45 18/02/2023
MoldaviAir,Melbourne,Cádiz,20029,Airbus A380,True,260060.3815680001,1535,1295515.83,Mol_MeCa_11380,12.984192000000006,C,Complicaciones con las puertas o ventanas,20:15 13/06/2023
FlyQ,Barcelona,Roma,859,Boeing 747,False,9431.6482,77,50899.49,Fly_BaRo_10747,10.9798,B,Emergencia médica a bordo,22:00 20/09/2023
FlyQ,Cincinnati,Barcelona,6763,Boeing 737,False,17584.4763,533,244962.86,Fly_CiBa_10737,2.6001,A,Sin incidencias,16:30 13/06/2023
TabarAir,Roma,Cincinnati,7480,Airbus A380,False,94250.992,518,472524.83,Tab_RoCi_11380,12.600400000000002,C,Condiciones meteorológicas malas,17:00 05/02/2023
TabarAir,Roma,Cincinnati,7480,Boeing 737,False,18358.164,588,258737.92,Tab_RoCi_10737,2.4543,A,Sin incidencias,08:00 11/01/2023
Airnar,Bali,París,11980,Boeing 747,False,130260.936,818,732878.07,Air_BaPa_10747,10.8732,B,Sin incidencias,09:30 07/09/2023
MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,True,42427.13904000001,1359,528998.62,Mol_MeCi_10737,2.7799200000000006,A,Emergencia de los sistemas de comunicación y Despresurización de la cabina,22:30 13/11/2023
FlyQ,Roma,Nueva York,6877,Airbus A380,False,79498.12000000001,478,429377.42,Fly_RoNu_11380,11.560000000000002,C,Sin incidencias,11:45 17/09/2023
MoldaviAir,Cincinnati,Londres,6284,Airbus A320,True,16403.7536,575,249156.11,Mol_CiLo_11320,2.6104,A,Amenaza de seguridad a bordo,16:00 22/01/2023
Airnar,Cádiz,Bali,12798,Boeing 747,True,154653.284448,1053,754191.0,Air_CaBa_10747,12.084176,C,Problemas con las puertas o ventanas,10:45 17/05/2023
MoldaviAir,París,Londres,344,Boeing 737,False,911.1528000000002,46,12372.41,Mol_PaLo_10737,2.6487000000000007,A,Sin incidencias,16:30 01/03/2023
MoldaviAir,Bali,París,11980,Boeing 737,True,30275.856,1029,409713.51,Mol_BaPa_10737,2.5272,A,Turbulencia severa,16:30 12/02/2023
Airnar,Bali,Cincinnati,15011,Boeing 747,True,178067.206928,1200,928050.52,Air_BaCi_10747,11.862448,C,Incidencia en el sistema de entretenimiento,14:30 24/10/2023
FlyQ,Bali,Nueva York,16589,Airbus A380,True,211405.969216,1305,1004810.48,Fly_BaNu_11380,12.743744,C,Sin incidencias,17:00 15/09/2023
TabarAir,Ginebra,Cincinnati,6969,Airbus A380,False,85395.33840000001,484,423371.06,Tab_GiCi_11380,12.2536,C,Sin incidencias,19:00 15/01/2023
MoldaviAir,Melbourne,Londres,16900,Boeing 747,True,192980.9648,1326,1006880.11,Mol_MeLo_10747,11.418992,C,Retraso extenso en la pista de despegue,21:15 01/09/2023
MoldaviAir,Londres,Cádiz,1716,Airbus A320,False,4737.876,144,70674.57,Mol_LoCa_11320,2.761,A,Emergencia grave de los sistemas hidráulicos,16:30 20/03/2023
MoldaviAir,Cincinnati,Cádiz,6624,Boeing 737,False,17062.0992,523,225493.2,Mol_CiCa_10737,2.5758,A,Fallo del motor,18:45 28/02/2023
PamPangea,Nueva York,París,5835,Boeing 747,False,62823.111,409,360338.37,Pam_NuPa_10747,10.7666,B,Mal funcionamiento del tren de aterrizaje,20:45 20/05/2023
TabarAir,Cincinnati,Londres,6284,Airbus A380,False,77728.05280000002,438,404542.35,Tab_CiLo_11380,12.369200000000005,C,Sin incidencias,08:45 26/04/2023
PamPangea,París,Londres,344,Boeing 747,False,3960.4032,42,20749.29,Pam_PaLo_10747,11.5128,C,Sin incidencias,21:45 21/06/2023
FlyQ,Nueva York,Barcelona,6170,Airbus A380,False,76317.964,431,398905.47,Fly_NuBa_11380,12.3692,C,Sin incidencias,16:45 17/11/2023
FlyQ,Roma,Barcelona,859,Boeing 737,False,2129.117400000001,85,31227.48,Fly_RoBa_10737,2.478600000000001,A,Incidencias con las puertas o ventanas,20:15 06/08/2023
PamPangea,Nueva York,Melbourne,16082,Boeing 747,True,194337.718432,1272,952688.76,Pam_NuMe_10747,12.084176,C,Problema de los sistemas de comunicación y Amenaza de seguridad a bordo,09:15 05/09/2023
PamPangea,Melbourne,Ginebra,16674,Boeing 737,True,46352.38608000001,1466,583465.41,Pam_MeGi_10737,2.7799200000000006,A,Amenaza de seguridad a bordo,22:15 10/03/2023
TabarAir,Ginebra,Los Angeles,9103,Airbus A380,False,108387.6004,626,550268.31,Tab_GiLo_11380,11.9068,C,Condiciones meteorológicas adversas,14:15 18/03/2023
PamPangea,Londres,Ginebra,739,Airbus A320,False,2021.8301,73,28007.41,Pam_LoGi_11320,2.7359,A,Sin incidencias,13:30 04/05/2023
PamPangea,Bali,Londres,12553,Boeing 737,True,33310.13868,1153,442668.52,Pam_BaLo_10737,2.65356,A,Incidencias con el suministro de combustible,21:30 30/04/2023
Airnar,Cádiz,París,1447,Airbus A380,False,17229.1396,116,87307.63,Air_CaPa_11380,11.9068,C,Fallo grave del motor,16:45 07/03/2023
Airnar,Los Angeles,Cádiz,9373,Boeing 737,False,23231.9178,731,339943.47,Air_LoCa_10737,2.4786,A,Complicaciones con el catering,13:15 26/06/2023
FlyQ,Barcelona,Bali,13058,Boeing 747,True,144766.2112,1070,752212.98,Fly_BaBa_10747,11.0864,C,Sin incidencias,15:45 18/10/2023
TabarAir,Londres,Nueva York,5566,Boeing 747,False,62893.5736,391,330320.81,Tab_LoNu_10747,11.2996,C,Sin incidencias,21:30 05/08/2023
PamPangea,Nueva York,Londres,5566,Airbus A320,True,15255.96072,523,220563.17,Pam_NuLo_11320,2.74092,A,Sin incidencias,13:30 26/10/2023
TabarAir,Cincinnati,Los Angeles,3073,Airbus A380,False,36234.3576,224,192311.81,Tab_CiLo_11380,11.791200000000002,C,Aterrizaje de emergencia,22:30 08/04/2023
FlyQ,Barcelona,Roma,859,Boeing 747,False,9248.5094,77,52866.89,Fly_BaRo_10747,10.7666,B,Problemas con el suministro de combustible,16:45 01/07/2023
PamPangea,Ginebra,Bali,12383,Boeing 747,False,138602.919,845,723138.29,Pam_GiBa_10747,11.193,C,Aterrizaje de emergencia,06:00 24/08/2023
MoldaviAir,Cádiz,Bali,12798,Airbus A380,False,150903.7776,873,807447.93,Mol_CaBa_11380,11.7912,C,Incidencias con el suministro de combustible y Problemas con las puertas o ventanas,15:00 11/04/2023
Airnar,Los Angeles,Ginebra,9103,Airbus A320,True,26138.71832,779,347686.57,Air_LoGi_11320,2.87144,A,Emergencia médica a bordo,15:45 22/06/2023
FlyQ,Roma,Barcelona,859,Airbus A380,False,10724.4432,77,52566.3,Fly_RoBa_11380,12.4848,C,Incidencia del motor,21:30 23/08/2023
TabarAir,Ginebra,Londres,739,Boeing 747,False,8271.627,69,45212.09,Tab_GiLo_10747,11.193,C,Sin incidencias,09:15 20/04/2023
MoldaviAir,Londres,Cádiz,1716,Boeing 737,False,4253.2776,150,62944.41,Mol_LoCa_10737,2.4786,A,Incidencias con el catering,19:15 30/08/2023
Airnar,París,Bali,11980,Airbus A380,False,148183.016,818,778562.65,Air_PaBa_11380,12.3692,C,Emergencia médica a bordo,19:45 19/01/2023
PamPangea,Melbourne,París,16925,Boeing 737,True,43200.5886,1485,608843.11,Pam_MePa_10737,2.5524720000000003,A,Fallo en el sistema de entretenimiento,19:45 18/04/2023
TabarAir,Ginebra,Londres,739,Airbus A380,False,9140.8388,69,47935.86,Tab_GiLo_11380,12.3692,C,Sin incidencias,08:30 06/06/2023
MoldaviAir,Cincinnati,Cádiz,6624,Airbus A320,True,17291.2896,600,249711.63,Mol_CiCa_11320,2.6104,A,Sin incidencias,20:15 31/01/2023
PamPangea,Ginebra,Melbourne,16674,Boeing 737,True,46352.38608000001,1466,598342.51,Pam_GiMe_10737,2.7799200000000006,A,Sin incidencias,19:45 05/08/2023
PamPangea,Ginebra,París,411,Boeing 737,False,1078.6284,51,14973.08,Pam_GiPa_10737,2.6244,A,"Aterrizaje de emergencia,",12:15 11/11/2023
Airnar,Bali,Cádiz,12798,Boeing 747,True,146140.259616,1053,721825.66,Air_BaCa_10747,11.418992,C,Sin incidencias,10:30 01/04/2023
MoldaviAir,Bali,Cincinnati,15011,Airbus A380,True,191296.341184,1200,920658.57,Mol_BaCi_11380,12.743744,C,Turbulencia severa,19:15 02/10/2023
TabarAir,Ginebra,Los Angeles,9103,Boeing 737,False,24111.1161,711,319716.47,Tab_GiLo_10737,2.6487,A,Sin incidencias,23:00 31/08/2023
PamPangea,Melbourne,Ginebra,16674,Boeing 747,True,188551.726272,1311,966263.45,Pam_MeGi_10747,11.308128,C,"Inundación a bordo,",06:30 07/11/2023
MoldaviAir,Cádiz,Londres,1716,Airbus A320,False,4694.8044,144,69441.75,Mol_CaLo_11320,2.7359,A,Problema del motor,16:45 04/10/2023
PamPangea,Melbourne,París,16925,Airbus A380,True,223827.032,1328,1037400.32,Pam_MePa_11380,13.22464,C,Sin incidencias,18:00 21/10/2023
TabarAir,Cincinnati,Londres,6284,Airbus A380,False,77001.62240000001,438,411702.27,Tab_CiLo_11380,12.2536,C,Sambódromo entre pasajeros,23:15 16/06/2023
Airnar,Cádiz,París,1447,Airbus A320,False,3704.6094,124,59351.99,Air_CaPa_11320,2.5602,A,Sin incidencias,19:15 29/03/2023
TabarAir,Cincinnati,Londres,6284,Boeing 737,False,15270.12,497,227964.62,Tab_CiLo_10737,2.43,A,Sin incidencias,13:00 10/01/2023
MoldaviAir,Cincinnati,París,6370,Boeing 747,False,73336.53600000001,444,388349.45,Mol_CiPa_10747,11.5128,C,Sin incidencias,18:45 15/11/2023
MoldaviAir,París,Cádiz,1447,Airbus A320,False,3958.8473,124,55987.21,Mol_PaCa_11320,2.7359,A,Mal funcionamiento del tren de aterrizaje,13:45 07/09/2023
Airnar,París,Los Angeles,9099,Airbus A320,True,24227.070192,779,357077.77,Air_PaLo_11320,2.662608,A,Condiciones meteorológicas ligeramente complejas,14:30 16/02/2023
Airnar,Bali,Cincinnati,15011,Boeing 737,True,41350.02112800001,1340,553084.95,Air_BaCi_10737,2.7546480000000004,A,Condiciones meteorológicas ligeramente complejas,15:15 17/08/2023
TabarAir,Nueva York,Roma,6877,Airbus A320,True,19567.375672,618,271156.32,Tab_NuRo_11320,2.845336,A,Sin incidencias,15:00 03/03/2023
MoldaviAir,Cádiz,Londres,1716,Airbus A320,False,4565.5896,144,68430.36,Mol_CaLo_11320,2.6606,A,Enfrentamiento a bordo,11:00 21/07/2023
MoldaviAir,Londres,Melbourne,16900,Boeing 747,True,200475.3712,1326,957690.43,Mol_LoMe_10747,11.862448,C,Incidencias con el catering y Fallo de los sistemas de comunicación,07:30 07/01/2023
FlyQ,Ginebra,Bali,12383,Airbus A380,False,150304.854,845,770614.31,Fly_GiBa_11380,12.138,C,Sin incidencias,20:30 20/09/2023
FlyQ,Ginebra,Nueva York,6206,Airbus A380,False,74611.0144,433,405544.89,Fly_GiNu_11380,12.0224,C,Mal funcionamiento del tren de aterrizaje,12:00 20/04/2023
PamPangea,Londres,Nueva York,5566,Airbus A320,True,14529.4864,523,224950.75,Pam_LoNu_11320,2.6104,A,Sin incidencias,08:00 07/09/2023
FlyQ,Barcelona,Ginebra,660,Boeing 747,False,7035.6,64,37931.63,Fly_BaGi_10747,10.66,B,Sin incidencias,11:45 18/04/2023
MoldaviAir,Melbourne,Londres,16900,Airbus A380,True,207242.1312,1326,1043110.48,Mol_MeLo_11380,12.262848,C,Fallo en el sistema de entretenimiento,10:00 12/11/2023
TabarAir,Londres,Ginebra,739,Airbus A380,False,8799.1252,69,45962.03,Tab_LoGi_11380,11.9068,C,Sin incidencias,16:45 16/07/2023
TabarAir,Londres,Cincinnati,6284,Airbus A320,True,17716.053888,575,249734.61,Tab_LoCi_11320,2.819232,A,Sin incidencias,13:15 03/06/2023
PamPangea,Londres,Ginebra,739,Airbus A380,False,8628.2684,69,46588.5,Pam_LoGi_11380,11.6756,C,Emergencia del motor,07:15 15/07/2023
FlyQ,Cincinnati,Nueva York,911,Boeing 737,False,2390.8284,89,32373.64,Fly_CiNu_10737,2.6244,A,Sin incidencias,07:00 24/06/2023
FlyQ,Bali,Roma,12738,Boeing 737,True,32835.303072,1167,460233.39,Fly_BaRo_10737,2.577744,A,Sin incidencias,22:00 09/08/2023
MoldaviAir,Bali,París,11980,Boeing 747,False,139200.412,818,691970.17,Mol_BaPa_10747,11.6194,C,Sin incidencias,18:45 01/03/2023
PamPangea,Londres,Nueva York,5566,Airbus A380,False,69490.39680000002,391,362411.17,Pam_LoNu_11380,12.484800000000003,C,Sin incidencias,11:45 29/05/2023
FlyQ,Barcelona,Bali,13058,Airbus A380,True,166407.809152,1070,785974.66,Fly_BaBa_11380,12.743744,C,Emergencia médica a bordo,11:00 05/04/2023
PamPangea,Bali,Ginebra,12383,Boeing 737,True,31294.3176,1140,456318.97,Pam_BaGi_10737,2.5272,A,Turbulencia severa,06:00 25/04/2023
FlyQ,Cincinnati,Nueva York,911,Airbus A380,False,10847.0948,80,59608.88,Fly_CiNu_11380,11.9068,C,Sin incidencias,10:45 05/10/2023
MoldaviAir,Cádiz,Cincinnati,6624,Airbus A380,False,83465.04960000001,461,423590.1,Mol_CaCi_11380,12.600400000000002,C,"Fallo grave de los sistemas hidráulicos,",06:15 09/04/2023
MoldaviAir,Bali,Melbourne,2779,Airbus A320,False,7184.548699999999,221,114038.76,Mol_BaMe_11320,2.5853,A,Aterrizaje de emergencia,14:30 13/05/2023
TabarAir,Ginebra,Los Angeles,9103,Boeing 737,False,22341.4929,711,326487.53,Tab_GiLo_10737,2.4543,A,Despresurización de la cabina,07:00 12/01/2023
FlyQ,Barcelona,Nueva York,6170,Airbus A380,False,76317.964,431,376307.24,Fly_BaNu_11380,12.3692,C,Inundación a bordo,06:45 12/06/2023
Airnar,Ginebra,Cincinnati,6969,Boeing 747,False,75032.4354,484,397987.64,Air_GiCi_10747,10.7666,B,Discusión a bordo,17:15 04/08/2023
MoldaviAir,Londres,Cádiz,1716,Airbus A320,False,4393.3032,144,64800.77,Mol_LoCa_11320,2.5602,A,Retraso extenso en la pista de despegue,12:15 03/06/2023
FlyQ,Nueva York,Bali,16589,Boeing 737,True,42762.19521600001,1459,564893.31,Fly_NuBa_10737,2.5777440000000005,A,"Complicaciones de navegación,",23:30 12/06/2023
FlyQ,Barcelona,Bali,13058,Airbus A380,True,171117.464128,1070,816501.29,Fly_BaBa_11380,13.104416,C,Mal funcionamiento del tren de aterrizaje,11:00 16/05/2023
PamPangea,París,Nueva York,5835,Boeing 737,False,15029.793,463,216329.13,Pam_PaNu_10737,2.5758,A,Sin incidencias,06:30 13/10/2023
Airnar,Bali,Los Angeles,12845,Airbus A380,False,148488.2,876,779223.1,Air_BaLo_11380,11.56,C,Aterrizaje de emergencia y Problemas con el catering,06:45 05/05/2023
Airnar,Los Angeles,Bali,12845,Boeing 747,True,143828.85608,1056,774509.14,Air_LoBa_10747,11.197264,C,Sin incidencias,14:45 22/03/2023
TabarAir,Cincinnati,Londres,6284,Airbus A320,True,16731.828672,575,249066.44,Tab_CiLo_11320,2.662608,A,Problema de los sistemas de comunicación,10:45 23/01/2023
